scenario,policy,position,window_index,prompt_id,domain,hits,misses,hit_rate,cumulative_hit_rate
lru_break,lfu,8,0,code_003,code,1879,5765,0.24581371009942438,0.24182557638439992
lru_break,lfu,9,0,code_004,code,2018,6250,0.2440735365263667,0.24205079734380303
lru_break,lfu,10,0,code_005,code,1960,6152,0.2416173570019724,0.24201200406019682
lru_break,lfu,11,0,code_006,code,2099,6169,0.253870343492985,0.24300331634716493
lru_break,lfu,12,0,code_001,code,2378,6826,0.25836592785745327,0.24431124431124432
lru_break,lfu,13,0,code_002,code,1926,6030,0.2420814479638009,0.2441583953680728
lru_break,lfu,14,0,code_003,code,1879,5765,0.24581371009942438,0.24426067837164936
lru_break,lfu,15,0,code_004,code,2018,6250,0.2440735365263667,0.24424895435533733
lru_break,lfu,16,0,code_005,code,1960,6152,0.2416173570019724,0.24409656787162354
lru_break,lfu,17,0,code_006,code,2099,6169,0.253870343492985,0.24464126830057428
lru_break,lfu,18,1,math_001,math,1874,7330,0.20360712733594089,0.24224422442244226
lru_break,lfu,19,1,math_002,math,2017,7655,0.20854011579818033,0.2402949196326062
lru_break,lfu,20,1,math_003,math,1944,7260,0.21121251629726207,0.238777800448888
lru_break,lfu,21,1,math_004,math,1214,4246,0.22234432234432233,0.23828451422791044
lru_break,lfu,22,1,math_005,math,1597,5891,0.21327457264957264,0.23729565327588392
lru_break,lfu,23,1,math_006,math,1340,4744,0.22024983563445102,0.23676509710029264
lru_break,lfu,24,1,math_001,math,1874,7330,0.20360712733594089,0.23527399937460913
lru_break,lfu,25,1,math_002,math,2017,7655,0.20854011579818033,0.23406766692792894
lru_break,lfu,26,1,math_003,math,1944,7260,0.21121251629726207,0.2331266663088017
lru_break,lfu,27,1,math_004,math,1214,4246,0.22234432234432233,0.23286959407531616
lru_break,lfu,28,1,math_005,math,1597,5891,0.21327457264957264,0.2322491712333401
lru_break,lfu,29,1,math_006,math,1340,4744,0.22024983563445102,0.23194822326655123
lru_break,lfu,30,1,math_001,math,1874,7330,0.20360712733594089,0.23091221046611382
lru_break,lfu,31,1,math_002,math,2017,7655,0.20854011579818033,0.23008460314546234
lru_break,lfu,32,1,math_003,math,1944,7260,0.21121251629726207,0.22944284341978866
lru_break,lfu,33,1,math_004,math,1214,4246,0.22234432234432233,0.22930247718383312
lru_break,lfu,34,1,math_005,math,1597,5891,0.21327457264957264,0.22887929818622887
lru_break,lfu,35,1,math_006,math,1340,4744,0.22024983563445102,0.2286980655316681
lru_break,lfu,36,2,medicine_001,medicine,2117,7555,0.21887923904052936,0.22838083403482048
lru_break,lfu,37,2,medicine_002,medicine,1501,5363,0.2186771561771562,0.22816332928406285
lru_break,lfu,38,2,medicine_003,medicine,1498,5366,0.21824009324009325,0.22794577951528625
lru_break,lfu,39,2,medicine_004,medicine,1589,5743,0.21672122204037098,0.2276889371582653
lru_break,lfu,40,2,medicine_005,medicine,1332,5064,0.20825515947467166,0.2273086102441711
lru_break,lfu,41,2,medicine_006,medicine,1826,6130,0.22951231774761185,0.2273609816713265
lru_break,lfu,42,2,medicine_001,medicine,2117,7555,0.21887923904052936,0.22712281679672985
lru_break,lfu,43,2,medicine_002,medicine,1501,5363,0.2186771561771562,0.22695780388942022
lru_break,lfu,44,2,medicine_003,medicine,1498,5366,0.21824009324009325,0.22679073974805683
lru_break,lfu,45,2,medicine_004,medicine,1589,5743,0.21672122204037098,0.22658874771550827
lru_break,lfu,46,2,medicine_005,medicine,1332,5064,0.20825515947467166,0.2262734469110308
lru_break,lfu,47,2,medicine_006,medicine,1826,6130,0.22951231774761185,0.22634128363081135
lru_break,lfu,48,2,medicine_001,medicine,2117,7555,0.21887923904052936,0.22615600258772064
lru_break,lfu,49,2,medicine_002,medicine,1501,5363,0.2186771561771562,0.22602649875377148
lru_break,lfu,50,2,medicine_003,medicine,1498,5366,0.21824009324009325,0.22589396419183652
lru_break,lfu,51,2,medicine_004,medicine,1589,5743,0.21672122204037098,0.22573016522484607
lru_break,lfu,52,2,medicine_005,medicine,1332,5064,0.20825515947467166,0.22546212361027176
lru_break,lfu,53,2,medicine_006,medicine,1826,6130,0.22951231774761185,0.22553795323619114
lru_break,lfu,54,3,creative_001,creative,1645,5375,0.23433048433048434,0.2256808437740182
lru_break,lfu,55,3,creative_002,creative,996,4932,0.1680161943319838,0.22490020370319622
lru_break,lfu,56,3,creative_003,creative,1370,5026,0.2141963727329581,0.2247461106309421
lru_break,lfu,57,3,creative_004,creative,1535,5329,0.22363053613053613,0.2247291378515445
lru_break,lfu,58,3,creative_005,creative,1233,4071,0.2324660633484163,0.2248190406085143
lru_break,lfu,59,3,creative_006,creative,1546,5162,0.2304710793082886,0.22490089903360364
lru_break,lfu,60,3,creative_001,creative,1645,5375,0.23433048433048434,0.22504168580810915
lru_break,lfu,61,3,creative_002,creative,996,4932,0.1680161943319838,0.22433166985919278
lru_break,lfu,62,3,creative_003,creative,1370,5026,0.2141963727329581,0.22419731900818224
lru_break,lfu,63,3,creative_004,creative,1535,5329,0.22363053613053613,0.22418936923240398
lru_break,lfu,64,3,creative_005,creative,1233,4071,0.2324660633484163,0.22427811335096104
lru_break,lfu,65,3,creative_006,creative,1546,5162,0.2304710793082886,0.2243609688382557
lru_break,lfu,66,3,creative_001,creative,1645,5375,0.23433048433048434,0.22449862707610482
lru_break,lfu,67,3,creative_002,creative,996,4932,0.1680161943319838,0.22384763149094358
lru_break,lfu,68,3,creative_003,creative,1370,5026,0.2141963727329581,0.2237290869705489
lru_break,lfu,69,3,creative_004,creative,1535,5329,0.22363053613053613,0.2237278048188752
lru_break,lfu,70,3,creative_005,creative,1233,4071,0.2324660633484163,0.2238147781180568
lru_break,lfu,71,3,creative_006,creative,1546,5162,0.2304710793082886,0.2238975248515578
lru_break,lfu,72,4,code_001,code,2378,6826,0.25836592785745327,0.22447559073482895
lru_break,lfu,73,4,code_002,code,1926,6030,0.2420814479638009,0.22472717345230656
lru_break,lfu,74,4,code_003,code,1879,5765,0.24581371009942438,0.22501275672917465
lru_break,lfu,75,4,code_004,code,2018,6250,0.2440735365263667,0.22528794641298047
lru_break,lfu,76,4,code_005,code,1960,6152,0.2416173570019724,0.22551602305832766
lru_break,lfu,77,4,code_006,code,2099,6169,0.253870343492985,0.2259140047805302
lru_break,lfu,78,4,code_001,code,2378,6826,0.25836592785745327,0.2264132651355598
lru_break,lfu,79,4,code_002,code,1926,6030,0.2420814479638009,0.2266188949153437
lru_break,lfu,80,4,code_003,code,1879,5765,0.24581371009942438,0.22685791548561562
lru_break,lfu,81,4,code_004,code,2018,6250,0.2440735365263667,0.22708670884448218
lru_break,lfu,82,4,code_005,code,1960,6152,0.2416173570019724,0.2272737369890835
lru_break,lfu,83,4,code_006,code,2099,6169,0.253870343492985,0.22761813477669818
lru_break,lfu,84,4,code_001,code,2378,6826,0.25836592785745327,0.22805506150881874
lru_break,lfu,85,4,code_002,code,1926,6030,0.2420814479638009,0.22822526034517468
lru_break,lfu,86,4,code_003,code,1879,5765,0.24581371009942438,0.2284279494415901
lru_break,lfu,87,4,code_004,code,2018,6250,0.2440735365263667,0.22862056642544448
lru_break,lfu,88,4,code_005,code,1960,6152,0.2416173570019724,0.22877568074951596
lru_break,lfu,89,4,code_006,code,2099,6169,0.253870343492985,0.2290772719344148
lru_break,lfu,90,5,math_001,math,1874,7330,0.20360712733594089,0.22874101359221072
lru_break,lfu,91,5,math_002,math,2017,7655,0.20854011579818033,0.22846459433305605
lru_break,lfu,92,5,math_003,math,1944,7260,0.21121251629726207,0.22824283559577677
lru_break,lfu,93,5,math_004,math,1214,4246,0.22234432234432233,0.2281981981981982
lru_break,lfu,94,5,math_005,math,1597,5891,0.21327457264957264,0.2280449060889891
lru_break,lfu,95,5,math_006,math,1340,4744,0.22024983563445102,0.22798038831570241
lru_break,lfu,96,5,math_001,math,1874,7330,0.20360712733594089,0.22767897930337672
lru_break,lfu,97,5,math_002,math,2017,7655,0.20854011579818033,0.22743345694928563
lru_break,lfu,98,5,math_003,math,1944,7260,0.21121251629726207,0.22723782418181437
lru_break,lfu,99,5,math_004,math,1214,4246,0.22234432234432233,0.22720306214318797
lru_break,lfu,100,5,math_005,math,1597,5891,0.21327457264957264,0.2270686767169179
lru_break,lfu,101,5,math_006,math,1340,4744,0.22024983563445102,0.22701563826414245
lru_break,lfu,102,5,math_001,math,1874,7330,0.20360712733594089,0.22674339262157123
lru_break,lfu,103,5,math_002,math,2017,7655,0.20854011579818033,0.22652360622175619
lru_break,lfu,104,5,math_003,math,1944,7260,0.21121251629726207,0.22634968355992616
lru_break,lfu,105,5,math_004,math,1214,4246,0.22234432234432233,0.22632287391323536
lru_break,lfu,106,5,math_005,math,1597,5891,0.21327457264957264,0.22620418555609004
lru_break,lfu,107,5,math_006,math,1340,4744,0.22024983563445102,0.2261605024020374
lfu_break,lru,0,0,code_001,code,3386,5818,0.36788352890047804,0.36788352890047804
lfu_break,lru,1,0,code_002,code,2953,5003,0.37116641528406236,0.3694055944055944
lfu_break,lru,2,0,code_003,code,2574,5070,0.336734693877551,0.3593372036768263
lfu_break,lru,3,0,code_004,code,2968,5300,0.358974358974359,0.3592464925012095
lfu_break,lru,4,0,code_005,code,2921,5191,0.36008382642998027,0.3594114219114219
lfu_break,lru,5,0,code_006,code,3055,5213,0.3694968553459119,0.36109763002507483
lfu_break,lru,6,0,code_001,code,3396,5808,0.36897001303780963,0.36233292416803053
lfu_break,lru,7,0,code_002,code,2953,5003,0.37116641528406236,0.3633879781420765
lfu_break,lru,8,0,code_003,code,2574,5070,0.336734693877551,0.36064425770308123
lfu_break,lru,9,0,code_004,code,2968,5300,0.358974358974359,0.3604769521593718
lfu_break,lru,10,0,code_005,code,2921,5191,0.36008382642998027,0.3604417670682731
lfu_break,lru,11,0,code_006,code,3055,5213,0.3694968553459119,0.361198738170347
lfu_break,lru,12,0,code_001,code,3396,5808,0.36897001303780963,0.36186036186036186
lfu_break,lru,13,0,code_002,code,2953,5003,0.37116641528406236,0.36249827681279295
lfu_break,lru,14,0,code_003,code,2574,5070,0.336734693877551,0.360906327804184
lfu_break,lru,15,0,code_004,code,2968,5300,0.358974358974359,0.3607852942959326
lfu_break,lru,16,0,code_005,code,2921,5191,0.36008382642998027,0.3607446747758552
lfu_break,lru,17,0,code_006,code,3055,5213,0.3694968553459119,0.3612324408854377
lfu_break,lru,18,0,code_001,code,3396,5808,0.36897001303780963,0.3616844376745367
lfu_break,lru,19,0,code_002,code,2953,5003,0.37116641528406236,0.3621402160516204
lfu_break,lru,20,0,code_003,code,2574,5070,0.336734693877551,0.361018711018711
lfu_break,lru,21,0,code_004,code,2968,5300,0.358974358974359,0.3609255462221928
lfu_break,lru,22,0,code_005,code,2921,5191,0.36008382642998027,0.3608895220006331
lfu_break,lru,23,0,code_006,code,3055,5213,0.3694968553459119,0.3612492922429831
lfu_break,lru,24,0,code_001,code,3396,5808,0.36897001303780963,0.36159256468224066
lfu_break,lru,25,0,code_002,code,2953,5003,0.37116641528406236,0.3619468944214953
lfu_break,lru,26,0,code_003,code,2574,5070,0.336734693877551,0.36108116363897724
lfu_break,lru,27,0,code_004,code,2968,5300,0.358974358974359,0.36100571725571723
lfu_break,lru,28,0,code_005,code,2921,5191,0.36008382642998027,0.3609744259222066
lfu_break,lru,29,0,code_006,code,3055,5213,0.3694968553459119,0.3612594030575103
lfu_break,lru,30,0,code_001,code,3396,5808,0.36897001303780963,0.36153612202882274
lfu_break,lru,31,0,code_002,code,2953,5003,0.37116641528406236,0.3618258830648211
lfu_break,lru,32,0,code_003,code,2574,5070,0.336734693877551,0.36112091272641733
lfu_break,lru,33,0,code_004,code,2968,5300,0.358974358974359,0.36105760312772
lfu_break,lru,34,0,code_005,code,2921,5191,0.36008382642998027,0.36103021730387874
lfu_break,lru,35,0,code_006,code,3055,5213,0.3694968553459119,0.36126614360052844
lfu_break,lru,36,0,code_001,code,3396,5808,0.36897001303780963,0.3614979275356634
lfu_break,lru,37,0,code_002,code,2953,5003,0.37116641528406236,0.3617430035173574
lfu_break,lru,38,0,code_003,code,2574,5070,0.336734693877551,0.3611484342925391
lfu_break,lru,39,0,code_004,code,2968,5300,0.358974358974359,0.36109392814690827
lfu_break,lru,40,0,code_005,code,2921,5191,0.36008382642998027,0.3610696782441935
lfu_break,lru,41,0,code_006,code,3055,5213,0.3694968553459119,0.3612709582741129
lfu_break,lru,42,0,code_001,code,3396,5808,0.36897001303780963,0.36147036311654396
lfu_break,lru,43,0,code_002,code,2953,5003,0.37116641528406236,0.3616826854267816
lfu_break,lru,44,0,code_003,code,2574,5070,0.336734693877551,0.3611686183174829
lfu_break,lru,45,0,code_004,code,2968,5300,0.358974358974359,0.36112077967281586
lfu_break,lru,46,0,code_005,code,2921,5191,0.36008382642998027,0.36109906337453657
lfu_break,lru,47,0,code_006,code,3055,5213,0.3694968553459119,0.3612745692793011
lfu_break,lru,48,0,code_001,code,3396,5808,0.36897001303780963,0.3614495331258337
lfu_break,lru,49,0,code_002,code,2953,5003,0.37116641528406236,0.3616368199701533
lfu_break,lru,50,0,code_003,code,2574,5070,0.336734693877551,0.3611840540411969
lfu_break,lru,51,0,code_004,code,2968,5300,0.358974358974359,0.36114143619602135
lfu_break,lru,52,0,code_005,code,2921,5191,0.36008382642998027,0.36112179487179485
lfu_break,lru,53,0,code_006,code,3055,5213,0.3694968553459119,0.361277377838892
lfu_break,lru,54,1,math_001,math,3353,5851,0.3642981312472838,0.3613385812905044
lfu_break,lru,55,1,math_002,math,3417,6255,0.353287841191067,0.36117074474505545
lfu_break,lru,56,1,math_003,math,3353,5851,0.3642981312472838,0.36123158081615053
lfu_break,lru,57,1,math_004,math,1781,3679,0.3261904761904762,0.36083182897068167
lfu_break,lru,58,1,math_005,math,2551,4937,0.3406784188034188,0.36052137849313715
lfu_break,lru,59,1,math_006,math,2187,3897,0.3594674556213018,0.3605083506034378
lfu_break,lru,60,1,math_001,math,3355,5849,0.3645154280747501,0.36058190927512646
lfu_break,lru,61,1,math_002,math,3417,6255,0.353287841191067,0.3604438652515576
lfu_break,lru,62,1,math_003,math,3353,5851,0.3642981312472838,0.36051205166647443
lfu_break,lru,63,1,math_004,math,1781,3679,0.3261904761904762,0.3601555961348246
lfu_break,lru,64,1,math_005,math,2551,4937,0.3406784188034188,0.35988207228698743
lfu_break,lru,65,1,math_006,math,2187,3897,0.3594674556213018,0.3598773948065241
lfu_break,lru,66,1,math_001,math,3355,5849,0.3645154280747501,0.3599552230098305
lfu_break,lru,67,1,math_002,math,3417,6255,0.353287841191067,0.3598396898424847
lfu_break,lru,68,1,math_003,math,3353,5851,0.3642981312472838,0.3599120153973055
lfu_break,lru,69,1,math_004,math,1781,3679,0.3261904761904762,0.35959059549745825
lfu_break,lru,70,1,math_005,math,2551,4937,0.3406784188034188,0.35934656741108356
lfu_break,lru,71,1,math_006,math,2187,3897,0.3594674556213018,0.3593478216383244
lfu_break,lru,72,2,medicine_001,medicine,3760,5912,0.38875103391232424,0.3598249216542857
lfu_break,lru,73,2,medicine_002,medicine,2164,4700,0.3152680652680653,0.359317676717418
lfu_break,lru,74,2,medicine_003,medicine,2354,4510,0.34294871794871795,0.3591334264780159
lfu_break,lru,75,2,medicine_004,medicine,2506,4826,0.34178941625750137,0.3589273677114931
lfu_break,lru,76,2,medicine_005,medicine,2057,4339,0.3216072545340838,0.3585445494377193
lfu_break,lru,77,2,medicine_006,medicine,3095,4861,0.3890145801910508,0.35892843569474003
lfu_break,lru,78,2,medicine_001,medicine,3758,5914,0.38854425144747723,0.35937519495913656
lfu_break,lru,79,2,medicine_002,medicine,2164,4700,0.3152680652680653,0.3589080034072812
lfu_break,lru,80,2,medicine_003,medicine,2354,4510,0.34294871794871795,0.3587407312395402
lfu_break,lru,81,2,medicine_004,medicine,2506,4826,0.34178941625750137,0.35855304883573436
lfu_break,lru,82,2,medicine_005,medicine,2057,4339,0.3216072545340838,0.358199624298551
lfu_break,lru,83,2,medicine_006,medicine,3095,4861,0.3890145801910508,0.35856198601183614
lfu_break,lru,84,2,medicine_001,medicine,3758,5914,0.38854425144747723,0.35898455942784196
lfu_break,lru,85,2,medicine_002,medicine,2164,4700,0.3152680652680653,0.3585516254321116
lfu_break,lru,86,2,medicine_003,medicine,2354,4510,0.34294871794871795,0.3583986216591521
lfu_break,lru,87,2,medicine_004,medicine,2506,4826,0.34178941625750137,0.3582264485991879
lfu_break,lru,88,2,medicine_005,medicine,2057,4339,0.3216072545340838,0.3578982765868012
lfu_break,lru,89,2,medicine_006,medicine,3095,4861,0.3890145801910508,0.35824132273548615
lfu_break,lru,90,3,creative_001,creative,2621,4399,0.3733618233618234,0.3583869922983603
lfu_break,lru,91,3,creative_002,creative,1817,4111,0.3065114709851552,0.35796837479785026
lfu_break,lru,92,3,creative_003,creative,2242,4154,0.3505315822388993,0.3579041835357625
lfu_break,lru,93,3,creative_004,creative,2516,4348,0.36655011655011654,0.3579835371136998
lfu_break,lru,94,3,creative_005,creative,1808,3496,0.34087481146304677,0.3578630531302445
lfu_break,lru,95,3,creative_006,creative,2387,4321,0.3558437686344663,0.357845227379204
lfu_break,lru,96,3,creative_001,creative,2623,4397,0.37364672364672363,0.3579898708560222
lfu_break,lru,97,3,creative_002,creative,1817,4111,0.3065114709851552,0.35759500222560375
lfu_break,lru,98,3,creative_003,creative,2242,4154,0.3505315822388993,0.3575370242036909
lfu_break,lru,99,3,creative_004,creative,2516,4348,0.36655011655011654,0.3576157255458704
lfu_break,lru,100,3,creative_005,creative,1808,3496,0.34087481146304677,0.3575035254514852
lfu_break,lru,101,3,creative_006,creative,2387,4321,0.3558437686344663,0.3574895751889497
lfu_break,lru,102,3,creative_001,creative,2623,4397,0.37364672364672363,0.3576304532514569
lfu_break,lru,103,3,creative_002,creative,1817,4111,0.3065114709851552,0.35725681960534816
lfu_break,lru,104,3,creative_003,creative,2242,4154,0.3505315822388993,0.35720419847328244
lfu_break,lru,105,3,creative_004,creative,2516,4348,0.36655011655011654,0.35728202216657934
lfu_break,lru,106,3,creative_005,creative,1808,3496,0.34087481146304677,0.3571771246178918
lfu_break,lru,107,3,creative_006,creative,2387,4321,0.3558437686344663,0.3571664299140516
lfu_break,lru,108,4,math_001,math,3355,5849,0.3645154280747501,0.3572464282335131
lfu_break,lru,109,4,math_002,math,3417,6255,0.353287841191067,0.35720165763945405
lfu_break,lru,110,4,math_003,math,3353,5851,0.3642981312472838,0.35727722016298086
lfu_break,lru,111,4,math_004,math,1781,3679,0.3261904761904762,0.3570820917485193
lfu_break,lru,112,4,math_005,math,2551,4937,0.3406784188034188,0.3569420888499836
lfu_break,lru,113,4,math_006,math,2187,3897,0.3594674556213018,0.3569594805688749
lfu_break,lru,114,4,math_001,math,3355,5849,0.3645154280747501,0.35703739054840067
lfu_break,lru,115,4,math_002,math,3417,6255,0.353287841191067,0.35699719828350535
lfu_break,lru,116,4,math_003,math,3353,5851,0.3642981312472838,0.35707091983833383
lfu_break,lru,117,4,math_004,math,1781,3679,0.3261904761904762,0.3568870451313459
lfu_break,lru,118,4,math_005,math,2551,4937,0.3406784188034188,0.3567557568991926
lfu_break,lru,119,4,math_006,math,2187,3897,0.3594674556213018,0.35677348636275713
lfu_break,lru,120,4,math_001,math,3355,5849,0.3645154280747501,0.356849312153097
lfu_break,lru,121,4,math_002,math,3417,6255,0.353287841191067,0.3568130303260109
lfu_break,lru,122,4,math_003,math,3353,5851,0.3642981312472838,0.3568848970394943
lfu_break,lru,123,4,math_004,math,1781,3679,0.3261904761904762,0.3567110613227118
lfu_break,lru,124,4,math_005,math,2551,4937,0.3406784188034188,0.356587495677091
lfu_break,lru,125,4,math_006,math,2187,3897,0.3594674556213018,0.3566054178787544
lfu_break,lru,126,5,medicine_001,medicine,3760,5912,0.38875103391232424,0.3569203220016935
lfu_break,lru,127,5,medicine_002,medicine,2164,4700,0.3152680652680653,0.35663274954032836
lfu_break,lru,128,5,medicine_003,medicine,2354,4510,0.34294871794871795,0.3565389210550501
lfu_break,lru,129,5,medicine_004,medicine,2506,4826,0.34178941625750137,0.3564316768215283
lfu_break,lru,130,5,medicine_005,medicine,2057,4339,0.3216072545340838,0.35621218392163817
lfu_break,lru,131,5,medicine_006,medicine,3095,4861,0.3890145801910508,0.35646735814521047
lfu_break,lru,132,5,medicine_001,medicine,3758,5914,0.38854425144747723,0.356767866967323
lfu_break,lru,133,5,medicine_002,medicine,2164,4700,0.3152680652680653,0.3564937764127197
lfu_break,lru,134,5,medicine_003,medicine,2354,4510,0.34294871794871795,0.3564049033777635
lfu_break,lru,135,5,medicine_004,medicine,2506,4826,0.34178941625750137,0.3563031814919865
lfu_break,lru,136,5,medicine_005,medicine,2057,4339,0.3216072545340838,0.3560938007140539
lfu_break,lru,137,5,medicine_006,medicine,3095,4861,0.3890145801910508,0.3563390833661104
lfu_break,lru,138,5,medicine_001,medicine,3758,5914,0.38854425144747723,0.35662816986112195
lfu_break,lru,139,5,medicine_002,medicine,2164,4700,0.3152680652680653,0.35636635938750744
lfu_break,lru,140,5,medicine_003,medicine,2354,4510,0.34294871794871795,0.35628195964150217
lfu_break,lru,141,5,medicine_004,medicine,2506,4826,0.34178941625750137,0.35618523292479554
lfu_break,lru,142,5,medicine_005,medicine,2057,4339,0.3216072545340838,0.35598507803082136
lfu_break,lru,143,5,medicine_006,medicine,3095,4861,0.3890145801910508,0.35622120146930913
lfu_break,lfu,0,0,code_001,code,1899,7305,0.20632333767926989,0.20632333767926989
lfu_break,lfu,1,0,code_002,code,1919,6037,0.24120160884866768,0.2224941724941725
lfu_break,lfu,2,0,code_003,code,1879,5765,0.24581371009942438,0.22968069666182875
lfu_break,lfu,3,0,code_004,code,2018,6250,0.2440735365263667,0.23327890662796325
lfu_break,lfu,4,0,code_005,code,1960,6152,0.2416173570019724,0.23492132867132867
lfu_break,lfu,5,0,code_006,code,2099,6169,0.253870343492985,0.23808946048693683
lfu_break,lfu,6,0,code_001,code,2378,6826,0.25836592785745327,0.24127114020731041
lfu_break,lfu,7,0,code_002,code,1926,6030,0.2420814479638009,0.24136792169579055
lfu_break,lfu,8,0,code_003,code,1879,5765,0.24581371009942438,0.24182557638439992
lfu_break,lfu,9,0,code_004,code,2018,6250,0.2440735365263667,0.24205079734380303
lfu_break,lfu,10,0,code_005,code,1960,6152,0.2416173570019724,0.24201200406019682
lfu_break,lfu,11,0,code_006,code,2099,6169,0.253870343492985,0.24300331634716493
lfu_break,lfu,12,0,code_001,code,2378,6826,0.25836592785745327,0.24431124431124432
lfu_break,lfu,13,0,code_002,code,1926,6030,0.2420814479638009,0.2441583953680728
lfu_break,lfu,14,0,code_003,code,1879,5765,0.24581371009942438,0.24426067837164936
lfu_break,lfu,15,0,code_004,code,2018,6250,0.2440735365263667,0.24424895435533733
lfu_break,lfu,16,0,code_005,code,1960,6152,0.2416173570019724,0.24409656787162354
lfu_break,lfu,17,0,code_006,code,2099,6169,0.253870343492985,0.24464126830057428
lfu_break,lfu,18,0,code_001,code,2378,6826,0.25836592785745327,0.24544300583904544
lfu_break,lfu,19,0,code_002,code,1926,6030,0.2420814479638009,0.2452814229440054
lfu_break,lfu,20,0,code_003,code,1879,5765,0.24581371009942438,0.2453049203049203
lfu_break,lfu,21,0,code_004,code,2018,6250,0.2440735365263667,0.24524880393324072
lfu_break,lfu,22,0,code_005,code,1960,6152,0.2416173570019724,0.24509338398227287
lfu_break,lfu,23,0,code_006,code,2099,6169,0.253870343492985,0.24546024427727897
lfu_break,lfu,24,0,code_001,code,2378,6826,0.25836592785745327,0.24603404633547812
lfu_break,lfu,25,0,code_002,code,1926,6030,0.2420814479638009,0.24588776003870344
lfu_break,lfu,26,0,code_003,code,1879,5765,0.24581371009942438,0.24588521732880528
lfu_break,lfu,27,0,code_004,code,2018,6250,0.2440735365263667,0.24582033957033958
lfu_break,lfu,28,0,code_005,code,1960,6152,0.2416173570019724,0.24567767958760126
lfu_break,lfu,29,0,code_006,code,2099,6169,0.253870343492985,0.2459516298633018
lfu_break,lfu,30,0,code_001,code,2378,6826,0.25836592785745327,0.24639715515627925
lfu_break,lfu,31,0,code_002,code,1926,6030,0.2420814479638009,0.2462673020195144
lfu_break,lfu,32,0,code_003,code,1879,5765,0.24581371009942438,0.24625455775111738
lfu_break,lfu,33,0,code_004,code,2018,6250,0.2440735365263667,0.24619023158255213
lfu_break,lfu,34,0,code_005,code,1960,6152,0.2416173570019724,0.24606162721360125
lfu_break,lfu,35,0,code_006,code,2099,6169,0.253870343492985,0.24627922025398366
lfu_break,lfu,36,0,code_001,code,2378,6826,0.25836592785745327,0.24664286928437873
lfu_break,lfu,37,0,code_002,code,1926,6030,0.2420814479638009,0.24652724677575572
lfu_break,lfu,38,0,code_003,code,1879,5765,0.24581371009942438,0.2465102825364834
lfu_break,lfu,39,0,code_004,code,2018,6250,0.2440735365263667,0.24644919098561482
lfu_break,lfu,40,0,code_005,code,1960,6152,0.2416173570019724,0.2463331912777896
lfu_break,lfu,41,0,code_006,code,2099,6169,0.253870343492985,0.246513213390185
lfu_break,lfu,42,0,code_001,code,2378,6826,0.25836592785745327,0.24682019765426264
lfu_break,lfu,43,0,code_002,code,1926,6030,0.2420814479638009,0.24671642941286565
lfu_break,lfu,44,0,code_003,code,1879,5765,0.24581371009942438,0.24669782838411938
lfu_break,lfu,45,0,code_004,code,2018,6250,0.2440735365263667,0.24664061428767312
lfu_break,lfu,46,0,code_005,code,1960,6152,0.2416173570019724,0.24653541518221342
lfu_break,lfu,47,0,code_006,code,2099,6169,0.253870343492985,0.246688708242336
lfu_break,lfu,48,0,code_001,code,2378,6826,0.25836592785745327,0.24695420186749667
lfu_break,lfu,49,0,code_002,code,1926,6030,0.2420814479638009,0.2468602825745683
lfu_break,lfu,50,0,code_003,code,1879,5765,0.24581371009942438,0.24684125398411114
lfu_break,lfu,51,0,code_004,code,2018,6250,0.2440735365263667,0.24678787369835406
lfu_break,lfu,52,0,code_005,code,1960,6152,0.2416173570019724,0.24669184981684983
lfu_break,lfu,53,0,code_006,code,2099,6169,0.253870343492985,0.24682520423845344
lfu_break,lfu,54,1,math_001,math,1874,7330,0.20360712733594089,0.24594956325725556
lfu_break,lfu,55,1,math_002,math,2017,7655,0.20854011579818033,0.24516967565050954
lfu_break,lfu,56,1,math_003,math,1944,7260,0.21121251629726207,0.24450911765451824
lfu_break,lfu,57,1,math_004,math,1214,4246,0.22234432234432233,0.2442562598201451
lfu_break,lfu,58,1,math_005,math,1597,5891,0.21327457264957264,0.2437790066159771
lfu_break,lfu,59,1,math_006,math,1340,4744,0.22024983563445102,0.24348815474013571
lfu_break,lfu,60,1,math_001,math,1874,7330,0.20360712733594089,0.2427560512501396
lfu_break,lfu,61,1,math_002,math,2017,7655,0.20854011579818033,0.24210849691618921
lfu_break,lfu,62,1,math_003,math,1944,7260,0.21121251629726207,0.2415619113520163
lfu_break,lfu,63,1,math_004,math,1214,4246,0.22234432234432233,0.2413623221486723
lfu_break,lfu,64,1,math_005,math,1597,5891,0.21327457264957264,0.24096787745120105
lfu_break,lfu,65,1,math_006,math,1340,4744,0.22024983563445102,0.240734147734437
lfu_break,lfu,66,1,math_001,math,1874,7330,0.20360712733594089,0.24011114028178876
lfu_break,lfu,67,1,math_002,math,2017,7655,0.20854011579818033,0.23956407389889783
lfu_break,lfu,68,1,math_003,math,1944,7260,0.21121251629726207,0.23910415036343
lfu_break,lfu,69,1,math_004,math,1214,4246,0.22234432234432233,0.23894440254734373
lfu_break,lfu,70,1,math_005,math,1597,5891,0.21327457264957264,0.2386131789357596
lfu_break,lfu,71,1,math_006,math,1340,4744,0.22024983563445102,0.23842265741707083
lfu_break,lfu,72,2,medicine_001,medicine,2117,7555,0.21887923904052936,0.23810554358840147
