scenario,policy,total_hit_rate,first_window_hit_rate,post_shift_hit_rate,worst_window_hit_rate,drop_vs_stable
stable,lru,0.49537037037037035,0.4878676470588235,0.5099264705882353,0.4878676470588235,0.0
stable,lfu,0.5254629629629629,0.4985294117647059,0.5856617647058824,0.4985294117647059,0.0
block_shift,lru,0.4618055555555556,0.5062500000000001,0.39583333333333337,0.39583333333333337,0.03356481481481477
block_shift,lfu,0.5486111111111112,0.5875,0.5083333333333333,0.5083333333333333,-0.02314814814814825
medium_shift,lru,0.4618055555555556,0.5062500000000001,0.39583333333333337,0.39583333333333337,0.03356481481481477
medium_shift,lfu,0.5486111111111112,0.5875,0.5083333333333333,0.5083333333333333,-0.02314814814814825
severe_shift,lru,0.425531914893617,0.43786764705882353,0.4,0.4,0.06983845547675332
severe_shift,lfu,0.4627659574468085,0.44852941176470584,0.5,0.44852941176470584,0.06269700551615442
